Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/12/2018,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         09/10bigliette",-1.46,FEE_TRANSACTION,20791.12,,
DEBIT,09/12/2018,"biglietteriamusei.va Citt  del Vat           09/10 Euro       42.00 X 1.164524 (EXCHG RTE)",-48.91,DEBIT_CARD,20792.58,,
CHECK,09/10/2018,"CHECK # 0321      Herald Towers    CHECK PMTS        ARC ID: 9000179829  ",-2355.00,CHECK_PAID,20841.49,321,
DEBIT,09/06/2018,"MIRAJ HEALTHY GRILL NEW YORK NY              09/05",-49.45,DEBIT_CARD,23196.49,,
DEBIT,09/05/2018,"Connected Proper RESIDENT    108330751      WEB ID: 2273639005",-305.99,ACH_DEBIT,23245.94,,
DEBIT,09/04/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,23551.93,,
DEBIT,09/04/2018,"APL* ITUNES.COM/BILL 866-712-7753 CA         09/03",-5.30,DEBIT_CARD,23586.92,,
DEBIT,09/04/2018,"ISTANBUL GRILL NEW YORK NY                   09/02",-59.92,DEBIT_CARD,23592.22,,
DEBIT,09/04/2018,"MR PURPLE NEW YORK NY                        09/01",-73.15,DEBIT_CARD,23652.14,,
CREDIT,09/04/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7361792539",1000.00,QUICKPAY_CREDIT,23725.29,,
CREDIT,09/04/2018,"QuickPay with Zelle payment from KEVIN THULL 7361722490",1000.00,QUICKPAY_CREDIT,22725.29,,
DEBIT,08/31/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,21725.29,,
CREDIT,08/31/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3220.78,ACH_CREDIT,21753.04,,
DEBIT,08/29/2018,"MARTELLS TIKI BAR POINT PLEASAN NJ           08/27",-37.79,DEBIT_CARD,18532.26,,
DEBIT,08/29/2018,"MARTELLS TIKI BAR POINT PLEASAN NJ           08/27",-20.66,DEBIT_CARD,18570.05,,
DEBIT,08/28/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-42.58,ACH_DEBIT,18590.71,,
DEBIT,08/28/2018,"Payment to Chase card ending in 8751 08/28",-1752.64,ACCT_XFER,18633.29,,
DEBIT,08/28/2018,"Payment to Chase card ending in 5842 08/28",-272.43,ACCT_XFER,20385.93,,
DEBIT,08/27/2018,"NON-CHASE ATM WITHDRAW               576632  08/27409 BOARD",-43.00,ATM,20658.36,,
DEBIT,08/27/2018,"MCDONALD'S F11036 SAUGERTIES NY              08/26",-15.19,DEBIT_CARD,20701.36,,
DEBIT,08/27/2018,"APL* ITUNES.COM/BILL 866-712-7753 CA         08/26",-9.99,DEBIT_CARD,20716.55,,
DEBIT,08/27/2018,"JIAN BING MAN. NEW YORK NY                   08/26",-19.59,DEBIT_CARD,20726.54,,
DEBIT,08/27/2018,"SQ *ROLL & KATSU KITCHE New York NY          08/25",-13.00,DEBIT_CARD,20746.13,,
DEBIT,08/27/2018,"MTA MVM VENDING MACHIN NEW YORK NY   483516  08/25",-10.00,DEBIT_CARD,20759.13,,
DEBIT,08/27/2018,"NON-CHASE ATM WITHDRAW               277601  08/25427 BROAD",-202.00,ATM,20769.13,,
DEBIT,08/27/2018,"Duane Reade STO 1270 B NEW YORK NY   027562  08/25",-15.98,DEBIT_CARD,20971.13,,
DEBIT,08/27/2018,"LITTLE ITALY PIZZA NEW YORK NY               08/25",-2.00,DEBIT_CARD,20987.11,,
DEBIT,08/27/2018,"LITTLE ITALY PIZZA NEW YORK NY               08/24",-19.36,DEBIT_CARD,20989.11,,
DEBIT,08/27/2018,"54N11BK BROOKLYN NY                          08/25",-100.00,DEBIT_CARD,21008.47,,
DEBIT,08/27/2018,"SMOKE CITY NYC NEW YORK NY                   08/24",-14.50,DEBIT_CARD,21108.47,,
DEBIT,08/27/2018,"THE BOTTLENOSE WINE CO NEW YORK NY           08/24",-115.41,DEBIT_CARD,21122.97,,
DEBIT,08/27/2018,"SPICE SYMPHONY NEW YORK NY                   08/24",-30.04,DEBIT_CARD,21238.38,,
CREDIT,08/27/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 7434048258",40.00,QUICKPAY_CREDIT,21268.42,,
CREDIT,08/27/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 7433852281",75.00,QUICKPAY_CREDIT,21228.42,,
CREDIT,08/27/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 7433896746",100.00,QUICKPAY_CREDIT,21153.42,,
DEBIT,08/24/2018,"Le Singe Vert New York NY                    08/22",-32.31,DEBIT_CARD,21053.42,,
DEBIT,08/24/2018,"THE SKIN SPA FLAT IRON NEW YORK NY           08/22",-33.49,DEBIT_CARD,21085.73,,
DEBIT,08/23/2018,"FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600",-1000.00,ACH_DEBIT,21119.22,,
DEBIT,08/21/2018,"FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600",-1000.00,ACH_DEBIT,22119.22,,
DEBIT,08/20/2018,"Duane Reade STO 300 E NEW YORK NY    330086  08/18",-14.14,DEBIT_CARD,23119.22,,
DEBIT,08/20/2018,"TAXI SVC 41-25 36TH S LONG IS CITY NY        08/17",-21.36,DEBIT_CARD,23133.36,,
DEBIT,08/17/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-22.98,ACH_DEBIT,23154.72,,
DEBIT,08/17/2018,"REDEMPTION GRILL NEW YORK NY                 08/17",-25.75,DEBIT_CARD,23177.70,,
DEBIT,08/17/2018,"00813 LAUNDRY CARD NEW YORK NY               08/15",-30.00,DEBIT_CARD,23203.45,,
DEBIT,08/15/2018,"Ocwen            MORTG PMNT                 PPD ID: 5010681100",-1879.99,ACH_DEBIT,23233.45,,
DEBIT,08/15/2018,"MACY'S      003 WEST 3 NEW YORK NY   038424  08/15",-122.32,DEBIT_CARD,25113.44,,
CREDIT,08/15/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3288.56,ACH_CREDIT,25235.76,,
DEBIT,08/14/2018,"TAXI SVC ASTORIA ASTORIA NY                  08/12",-16.56,DEBIT_CARD,21947.20,,
CREDIT,08/13/2018,"INTEREST PAYMENT",0.20,MISC_CREDIT,21963.76,,
DEBIT,08/13/2018,"TARGET T- 112 W 34th S New York NY           08/13",-39.81,DEBIT_CARD,21963.56,,
DEBIT,08/13/2018,"REGAL E WALK 13 NEW YORK NY                  08/13",-6.30,DEBIT_CARD,22003.37,,
DEBIT,08/13/2018,"REGAL E WALK 13 NEW YORK NY                  08/13",-17.15,DEBIT_CARD,22009.67,,
DEBIT,08/13/2018,"FRANKIES 570 SPUNTINO NEW YORK NY            08/12",-60.00,DEBIT_CARD,22026.82,,
DEBIT,08/13/2018,"TICK TOCK DINER - NY NEW YORK NY             08/12",-43.08,DEBIT_CARD,22086.82,,
DEBIT,08/13/2018,"VENMO* Visa Direct NY                        08/12",-100.00,DEBIT_CARD,22129.90,,
DEBIT,08/13/2018,"FOOT LOCKER 08747 NEW YORK NY        962760  08/11",-90.00,DEBIT_CARD,22229.90,,
DEBIT,08/13/2018,"SAIGON CAFE JERSEY CITY NJ                   08/11",-26.39,DEBIT_CARD,22319.90,,
DEBIT,08/13/2018,"URBAN OUTFITTERS 182 B NEW YORK NY   754445  08/11",-21.72,DEBIT_CARD,22346.29,,
DEBIT,08/13/2018,"ZARA USA 303 NEW YORK NY                     08/11",-45.39,DEBIT_CARD,22368.01,,
DEBIT,08/13/2018,"Duane Reade STO 1350 B NEW YORK NY   105003  08/11",-13.86,DEBIT_CARD,22413.40,,
DEBIT,08/13/2018,"TAXI SVC WOODSIDE WOODSIDE NY                08/11",-7.56,DEBIT_CARD,22427.26,,
DEBIT,08/13/2018,"THE PAUL HOTEL RESTURAN NEW YORK NY          08/10",-62.26,DEBIT_CARD,22434.82,,
DEBIT,08/13/2018,"TAXI SVC LONG ISALND C ASTORIA NY            08/10",-8.76,DEBIT_CARD,22497.08,,
DEBIT,08/10/2018,"GNC #03970 GNC 0397013 NEW YORK NY   619965  08/10",-35.99,DEBIT_CARD,22505.84,,
DEBIT,08/09/2018,"POINT PLEASANT BEACH M 732-8921118 NJ        08/08",-50.00,DEBIT_CARD,22541.83,,
CHECK,08/08/2018,"CHECK # 0400      Herald Towers    CHECK PMTS        ARC ID: 9000179829  ",-2355.00,CHECK_PAID,22591.83,400,
DEBIT,08/08/2018,"H&M0002 NEW YORK NY                  565486  08/08",-25.98,DEBIT_CARD,24946.83,,
DEBIT,08/07/2018,"VENMO 855-812-4430 NY                        08/06",-225.00,DEBIT_CARD,24972.81,,
DEBIT,08/06/2018,"TARGET T- 112 W 34th S NEW YORK NY           08/06",-7.12,DEBIT_CARD,25197.81,,
DEBIT,08/06/2018,"QuickPay with Zelle payment to  Andrei Klysheiko  7379470131",-80.00,QUICKPAY_DEBIT,25204.93,,
DEBIT,08/06/2018,"FAIRWAY C 766 6TH AVE NEW YORK NY            08/05",-337.27,DEBIT_CARD,25284.93,,
DEBIT,08/06/2018,"PERSEPOLIS NEW YORK NY                       08/05",-40.75,DEBIT_CARD,25622.20,,
DEBIT,08/06/2018,"LE SOUK NEW YORK NY                          08/05",-14.00,DEBIT_CARD,25662.95,,
DEBIT,08/06/2018,"TAO DOWNTOWN NEW YORK NY                     08/05",-45.28,DEBIT_CARD,25676.95,,
DEBIT,08/06/2018,"7-ELEVEN NEW YORK NY                         08/04",-14.14,DEBIT_CARD,25722.23,,
DEBIT,08/06/2018,"COOLVINES - JC JERSEY CITY NJ                08/04",-52.25,DEBIT_CARD,25736.37,,
DEBIT,08/06/2018,"PARK AVENUE TAVERN NEW YORK NY               08/04",-30.59,DEBIT_CARD,25788.62,,
DEBIT,08/06/2018,"TAXI SVC WOODSIDE WOODSIDE NY                08/04",-8.76,DEBIT_CARD,25819.21,,
DEBIT,08/06/2018,"Duane Reade STO 1270 B NEW YORK NY   034206  08/04",-10.36,DEBIT_CARD,25827.97,,
DEBIT,08/06/2018,"MCDONALD'S F2702 NEW YORK NY                 08/04",-4.13,DEBIT_CARD,25838.33,,
DEBIT,08/06/2018,"THE BOWERY ELECTRIC NEW YORK NY              08/04",-12.89,DEBIT_CARD,25842.46,,
DEBIT,08/06/2018,"ATM WITHDRAWAL                       006985  08/041260 BROA",-40.00,ATM,25855.35,,
DEBIT,08/06/2018,"HEALTHY GOURMET FLUSHING NY                  08/03",-3.26,DEBIT_CARD,25895.35,,
DEBIT,08/06/2018,"HEALTHY GOURMET FLUSHING NY                  08/03",-23.93,DEBIT_CARD,25898.61,,
DEBIT,08/06/2018,"AHANA SUSHI NEW YORK NY                      08/02",-50.48,DEBIT_CARD,25922.54,,
DEBIT,08/06/2018,"KATAGIRI & CO NEW YORK NY                    08/03",-16.98,DEBIT_CARD,25973.02,,
DEBIT,08/06/2018,"EXPEDIA 7365963369253 EXPEDIA.COM WA         08/06",20.00,DEBIT_CARD,25990.00,,
DEBIT,08/03/2018,"STARBUCKS STORE 10693 NEW YORK NY            08/02",-3.10,DEBIT_CARD,25970.00,,
DEBIT,08/02/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,25973.10,,
DEBIT,08/02/2018,"Connected Proper RESIDENT    105744070      WEB ID: 2273639005",-305.99,ACH_DEBIT,26008.09,,
DEBIT,08/01/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,26314.08,,
DEBIT,08/01/2018,"CVS/PHARM 10612--5TH A MANHATTAN NY          08/01",-1.73,DEBIT_CARD,26341.83,,
DEBIT,08/01/2018,"MUSCLE MAKER GRILL - M NEW YORK NY           07/31",-6.85,DEBIT_CARD,26343.56,,
DEBIT,08/01/2018,"709 POINT PLEASAN NJ                         07/30",-36.99,DEBIT_CARD,26350.41,,
DEBIT,08/01/2018,"MARTELLS TIKI BAR POINT PLEASAN NJ           07/30",-48.83,DEBIT_CARD,26387.40,,
CREDIT,08/01/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7277613321",1000.00,QUICKPAY_CREDIT,26436.23,,
CREDIT,08/01/2018,"QuickPay with Zelle payment from KEVIN THULL 7277540616",1000.00,QUICKPAY_CREDIT,25436.23,,
DEBIT,07/31/2018,"NJT NEWARK        0135 NEWARK NJ             07/30",-5.25,DEBIT_CARD,24436.23,,
DEBIT,07/31/2018,"RACEWAY  2933 61050035 UNION NJ              07/30",-22.84,DEBIT_CARD,24441.48,,
CREDIT,07/31/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3220.78,ACH_CREDIT,24464.32,,
DEBIT,07/30/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-49.55,ACH_DEBIT,21243.54,,
DEBIT,07/30/2018,"NON-CHASE ATM WITHDRAW               575810  07/30504 ARNOL",-42.09,ATM,21293.09,,
DEBIT,07/30/2018,"HARD ROCK ATLANTIC C ATLANTIC CITY NJ        07/30",-21.02,DEBIT_CARD,21335.18,,
DEBIT,07/30/2018,"HARD ROCK ATLANTIC C ATLANTIC CITY NJ        07/30",-15.98,DEBIT_CARD,21356.20,,
DEBIT,07/30/2018,"HARD ROCK ATLANTIC C ATLANTIC CITY NJ        07/30",-24.83,DEBIT_CARD,21372.18,,
DEBIT,07/30/2018,"NIGHTCLUB ATLANTIC CITY NJ                   07/30",-90.00,DEBIT_CARD,21397.01,,
DEBIT,07/30/2018,"7-ELEVEN ATLANTIC CITY NJ                    07/30",-14.95,DEBIT_CARD,21487.01,,
DEBIT,07/30/2018,"HONG KONG HOUSE ATLANTIC CITY NJ             07/30",-17.30,DEBIT_CARD,21501.96,,
DEBIT,07/30/2018,"OCEAN RESORT CASINO ATLANTIC CITY NJ         07/29",-30.00,DEBIT_CARD,21519.26,,
DEBIT,07/30/2018,"WHITE HORSE WINE & ABSECON NJ        283917  07/29",-48.99,DEBIT_CARD,21549.26,,
DEBIT,07/30/2018,"SQ *SHANTLTALI BARBERSH New York NY          07/29",-36.00,DEBIT_CARD,21598.25,,
DEBIT,07/30/2018,"CORK & BOTTLE NEW YORK NY                    07/28",-21.76,DEBIT_CARD,21634.25,,
DEBIT,07/30/2018,"ATM WITHDRAWAL                       002165  07/271260 BROA",-40.00,ATM,21656.01,,
DEBIT,07/27/2018,"Payment to Chase card ending in 2249 07/27",-859.44,ACCT_XFER,21696.01,,
DEBIT,07/27/2018,"Payment to Chase card ending in 2382 07/27",-1479.37,ACCT_XFER,22555.45,,
DEBIT,07/24/2018,"WITHDRAWAL 07/24",-800.00,MISC_DEBIT,24034.82,,
DEBIT,07/20/2018,"WITHDRAWAL 07/20",-500.00,MISC_DEBIT,24834.82,,
CREDIT,07/18/2018,"Reversal: SQ *DREAM HOSPITALITY G New York NY          07/15  ClaimId: 034372098420001",43.20,ATM,25334.82,,
DEBIT,07/17/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-22.98,ACH_DEBIT,25291.62,,
DEBIT,07/17/2018,"Payment to Chase card ending in 2249 07/17",-129.94,ACCT_XFER,25314.60,,
DEBIT,07/17/2018,"Payment to Chase card ending in 2382 07/17",-523.91,ACCT_XFER,25444.54,,
DEBIT,07/17/2018,"OPERA CAFE LOUNGE BROOKLYN NY                07/15",-3.72,DEBIT_CARD,25968.45,,
DEBIT,07/17/2018,"OPERA CAFE LOUNGE BROOKLYN NY                07/15",-14.00,DEBIT_CARD,25972.17,,
DEBIT,07/16/2018,"Ocwen            MORTG PMNT                 PPD ID: 5010681100",-1779.68,ACH_DEBIT,25986.17,,
DEBIT,07/16/2018,"SQ *DREAM HOSPITALITY G New York NY          07/15",-43.20,DEBIT_CARD,27765.85,,
DEBIT,07/16/2018,"TAXI SVC BROOKLYN BROOKLYN NY                07/15",-12.96,DEBIT_CARD,27809.05,,
DEBIT,07/16/2018,"KRAUSZERS SOUTH AMBOY NJ                     07/14",-7.02,DEBIT_CARD,27822.01,,
DEBIT,07/16/2018,"EXPEDIA 7365963369253 EXPEDIA.COM WA         07/14",-20.00,DEBIT_CARD,27829.03,,
CREDIT,07/13/2018,"INTEREST PAYMENT",0.21,MISC_CREDIT,27849.03,,
CREDIT,07/13/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3288.58,ACH_CREDIT,27848.82,,
DEBIT,07/12/2018,"Payment to Chase card ending in 2249 07/12",-789.19,ACCT_XFER,24560.24,,
CHECK,07/06/2018,"CHECK # 0408      Herald Towers    CHECK PMTS        ARC ID: 9000179829  ",-2355.00,CHECK_PAID,25349.43,408,
DEBIT,07/05/2018,"Duane Reade STO 1270 B NEW YORK NY   849272  07/05",-11.41,DEBIT_CARD,27704.43,,
DEBIT,07/05/2018,"Duane Reade STO 1270 B NEW YORK NY   131869  07/04",-18.81,DEBIT_CARD,27715.84,,
DEBIT,07/05/2018,"ATM WITHDRAWAL                       007250  07/041260 BROA",-100.00,ATM,27734.65,,
DEBIT,07/03/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,27834.65,,
DEBIT,07/03/2018,"Connected Proper RESIDENT    103547387      WEB ID: 2273639005",-305.99,ACH_DEBIT,27862.40,,
DEBIT,07/02/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,28168.39,,
DEBIT,07/02/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-40.76,ACH_DEBIT,28203.38,,
DEBIT,07/02/2018,"Payment to Chase card ending in 2382 07/02",-1226.87,ACCT_XFER,28244.14,,
CREDIT,07/02/2018,"QuickPay with Zelle payment from KEVIN THULL 7193449834",1000.00,QUICKPAY_CREDIT,29471.01,,
CREDIT,07/02/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7193542615",1000.00,QUICKPAY_CREDIT,28471.01,,
CREDIT,06/29/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3309.33,ACH_CREDIT,27471.01,,
DEBIT,06/28/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-49.28,ACH_DEBIT,24161.68,,
DEBIT,06/26/2018,"EPIC SPIRITS NEW YORK NY                     06/26",-15.23,DEBIT_CARD,24210.96,,
DEBIT,06/18/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-22.98,ACH_DEBIT,24226.19,,
DEBIT,06/18/2018,"WITHDRAWAL 06/18",-60.00,MISC_DEBIT,24249.17,,
DEBIT,06/15/2018,"Ocwen            MORTG PMNT                 PPD ID: 5010681100",-1779.68,ACH_DEBIT,24309.17,,
DEBIT,06/15/2018,"Payment to Chase card ending in 5231 06/15",-328.45,ACCT_XFER,26088.85,,
CREDIT,06/15/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",3288.57,ACH_CREDIT,26417.30,,
DEBIT,06/14/2018,"Payment to Chase card ending in 2382 06/14",-256.52,ACCT_XFER,23128.73,,
DEBIT,06/14/2018,"Payment to Chase card ending in 5231 06/14",-882.89,ACCT_XFER,23385.25,,
CREDIT,06/13/2018,"INTEREST PAYMENT",0.19,MISC_CREDIT,24268.14,,
CHECK,06/08/2018,"CHECK # 0410      Herald Towers    CHECK PMTS        ARC ID: 9000179829  ",-2355.00,CHECK_PAID,24267.95,410,
DEBIT,06/04/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,26622.95,,
DEBIT,06/04/2018,"Connected Proper RESIDENT    101220276      WEB ID: 2273639005",-305.99,ACH_DEBIT,26657.94,,
CREDIT,06/01/2018,"QuickPay with Zelle payment from KEVIN THULL 7108570590",1000.00,QUICKPAY_CREDIT,26963.93,,
CREDIT,06/01/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7108635850",1000.00,QUICKPAY_CREDIT,25963.93,,
DEBIT,05/31/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,24963.93,,
CREDIT,05/31/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4175.82,ACH_CREDIT,24991.68,,
DEBIT,05/30/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-49.46,ACH_DEBIT,20815.86,,
DEBIT,05/29/2018,"Payment to Chase card ending in 2382 05/29",-913.38,ACCT_XFER,20865.32,,
DEBIT,05/29/2018,"Payment to Chase card ending in 5231 05/29",-624.11,ACCT_XFER,21778.70,,
DEBIT,05/24/2018,"IRISH EXIT SALOON NEW YORK NY                04/28",-6.00,DEBIT_CARD,22402.81,,
DEBIT,05/17/2018,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-22.98,ACH_DEBIT,22408.81,,
DEBIT,05/16/2018,"WITHDRAWAL 05/16",-160.00,MISC_DEBIT,22431.79,,
DEBIT,05/15/2018,"Ocwen            MORTG PMNT                 PPD ID: 5010681100",-1779.68,ACH_DEBIT,22591.79,,
DEBIT,05/15/2018,"Payment to Chase card ending in 5231 05/15",-483.65,ACCT_XFER,24371.47,,
DEBIT,05/15/2018,"Payment to Chase card ending in 2382 05/15",-799.45,ACCT_XFER,24855.12,,
CREDIT,05/15/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4243.63,ACH_CREDIT,25654.57,,
DEBIT,05/08/2018,"QuickPay with Zelle payment to ANDREA R SOPER 7131140110",-44.50,QUICKPAY_DEBIT,21410.94,,
DEBIT,05/08/2018,"Payment to Chase card ending in 2382 05/08",-994.74,ACCT_XFER,21455.44,,
DEBIT,05/08/2018,"Payment to Chase card ending in 5231 05/08",-1312.54,ACCT_XFER,22450.18,,
DEBIT,05/07/2018,"QuickPay with Zelle payment to ANDREA R SOPER 7127842009",-142.75,QUICKPAY_DEBIT,23762.72,,
CHECK,05/04/2018,"CHECK # 0407      Herald Towers    CHECK PMTS        ARC ID: 9000179829  ",-2355.00,CHECK_PAID,23905.47,407,
DEBIT,05/02/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,26260.47,,
DEBIT,05/02/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,26288.22,,
DEBIT,05/02/2018,"Connected Proper RESIDENT    99025310       WEB ID: 2273639005",-305.99,ACH_DEBIT,26323.21,,
CREDIT,05/01/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7032085715",1000.00,QUICKPAY_CREDIT,26629.20,,
CREDIT,05/01/2018,"QuickPay with Zelle payment from KEVIN THULL 7027889071",1000.00,QUICKPAY_CREDIT,25629.20,,
DEBIT,04/30/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-45.69,ACH_DEBIT,24629.20,,
DEBIT,04/30/2018,"Payment to Chase card ending in 5231 04/30",-564.68,ACCT_XFER,24674.89,,
DEBIT,04/30/2018,"Payment to Chase card ending in 2382 04/30",-1608.48,ACCT_XFER,25239.57,,
CREDIT,04/30/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4175.83,ACH_CREDIT,26848.05,,
DSLIP,04/23/2018,"REMOTE ONLINE DEPOSIT #          1",182.00,CHECK_DEPOSIT,22672.22,1,
CREDIT,04/20/2018,"COMMUTER         BENEFIT                    PPD ID: 1943351864",307.00,ACH_CREDIT,22490.22,,
DEBIT,04/17/2018,"ATM WITHDRAWAL                       005704  04/17633 3RD A",-200.00,ATM,22183.22,,
DEBIT,04/17/2018,"MTA VENDING MACHINES NEW YORK NY     435294  04/17",-6.50,DEBIT_CARD,22383.22,,
DEBIT,04/16/2018,"Ocwen            MORTG PMNT                 PPD ID: 5010681100",-1779.68,ACH_DEBIT,22389.72,,
DEBIT,04/13/2018,"Payment to Chase card ending in 2382 04/13",-439.64,ACCT_XFER,24169.40,,
DEBIT,04/13/2018,"Payment to Chase card ending in 5231 04/13",-459.25,ACCT_XFER,24609.04,,
CREDIT,04/13/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4243.62,ACH_CREDIT,25068.29,,
CREDIT,04/09/2018,"COMMUTER         BENEFIT                    PPD ID: 1943351864",32.00,ACH_CREDIT,20824.67,,
CREDIT,04/06/2018,"QuickPay with Zelle payment from MARGARYTA KASTNER 7043496166",1000.00,PARTNERFI_TO_CHASE,20792.67,,
CHECK,04/04/2018,"CHECK 406  ",-10.00,CHECK_PAID,19792.67,406,
DEBIT,04/04/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,19802.67,,
CHECK,04/04/2018,"CHECK 405  ",-2355.00,CHECK_PAID,19837.66,405,
DEBIT,04/03/2018,"Connected Proper RESIDENT    96984703       WEB ID: 2273639005",-305.99,ACH_DEBIT,22192.66,,
DEBIT,04/02/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,22498.65,,
DEBIT,04/02/2018,"Payment to Chase card ending in 5231 04/02",-1446.01,ACCT_XFER,22526.40,,
DEBIT,04/02/2018,"Payment to Chase card ending in 2382 04/02",-1142.07,ACCT_XFER,23972.41,,
DEBIT,04/02/2018,"QuickPay with Zelle payment to Brian 7030918675",-36.00,QUICKPAY_DEBIT,25114.48,,
CREDIT,04/02/2018,"QuickPay with Zelle payment from ANDRII KLYSHEIKO 7028838873",17.00,QUICKPAY_CREDIT,25150.48,,
CREDIT,04/02/2018,"QuickPay with Zelle payment from KEVIN THULL 7006700525",1000.00,QUICKPAY_CREDIT,25133.48,,
CREDIT,04/02/2018,"QuickPay with Zelle payment from ANDREA R SOPER 7032084247",1000.00,QUICKPAY_CREDIT,24133.48,,
DEBIT,03/30/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-35.06,ACH_DEBIT,23133.48,,
CREDIT,03/29/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4175.83,ACH_CREDIT,23168.54,,
DEBIT,03/26/2018,"QuickPay with Zelle payment to Sancho Pancho 7007191409",-150.00,QUICKPAY_DEBIT,18992.71,,
DEBIT,03/21/2018,"QuickPay with Zelle payment to Sancho Pancho 6999300968",-100.00,QUICKPAY_DEBIT,19142.71,,
DEBIT,03/16/2018,"Loan Servicing   MTG PMT                    PPD ID: 5010681100",-1779.68,ACH_DEBIT,19242.71,,
CREDIT,03/15/2018,"Bloomberg LP     PAYROLL                    PPD ID: 1133417984",4243.63,ACH_CREDIT,21022.39,,
DEBIT,03/13/2018,"COMED            UTIL_BIL                   PPD ID: 2360938600",-28.51,ACH_DEBIT,16778.76,,
DEBIT,03/07/2018,"Payment to Chase card ending in 2382 03/07",-409.28,ACCT_XFER,16807.27,,
DEBIT,03/07/2018,"Payment to Chase card ending in 5231 03/07",-150.95,ACCT_XFER,17216.55,,
DSLIP,03/06/2018,"REMOTE ONLINE DEPOSIT #          1",1066.91,CHECK_DEPOSIT,17367.50,1,
DEBIT,03/05/2018,"FRONTPOINT SECUR RECEIVABLE                 PPD ID: 1260202317",-34.99,ACH_DEBIT,16300.59,,
DEBIT,03/02/2018,"LIBERTY MUTUAL   PAYMENT                    PPD ID: 9267721101",-27.75,ACH_DEBIT,16335.58,,
DEBIT,03/02/2018,"Connected Proper RESIDENT    94662955       WEB ID: 2273639005",-305.99,ACH_DEBIT,16363.33,,
CHECK,03/02/2018,"CHECK 404  ",-2355.00,CHECK_PAID,16669.32,404,
DEBIT,03/01/2018,"CON ED OF NY     INTELL CK                  PPD ID: 2462467002",-33.89,ACH_DEBIT,19024.32,,
DEBIT,02/28/2018,"Payment to Chase card ending in 5231 02/28",-694.53,ACCT_XFER,19058.21,,
DEBIT,02/28/2018,"Payment to Chase card ending in 2382 02/28",-1464.23,ACCT_XFER,19752.74,,
